B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
X3970	0.119069123126645	0	0.0989723140334019	0.0786637429285161	0	0.115374776564835	0.141274297745332	0	0	0	0.0898665423904538	0	0	0.0908427709372892	0.0326651466262278	0.124383463644764	0.0564845795399625	0	0	0.0141488800943844	0.0382543623681878	0
X3525	0.0991655408287328	0	0.269636853957312	0.0478522576072393	0	0.0864441891142884	0	0	0.029379609167064	0	0.0491333206131063	0	0	0.142281207775489	0.0324820915023599	0.11441910096204	0	0	0	0.106549881416348	0.0197255431975693	0.00293040385845136
X6167	0.131904961785362	0	0.0147496510758042	0.0746147591788411	0	0.127374652938782	0.0343134175028043	0	0.0699094147043186	0	0.0843489199544825	0	0	0.0298832574923169	0.0526384730560029	0.0981662537015294	0.0501209027097079	0	0.231975335900049	0	0	0
A01P	0.062830829290979	0	0.112833021415116	0.241266773756993	0	0	0.0511010827789349	0.0776345678722379	0.0416557677844275	0	0	0.0432500627545795	0	0.138243110132512	0.077021720220389	0.132723403635575	0.0153617457342012	0	0	0.00607791462405561	0	0
X6539	0.100225151780358	0	0.220598277642874	0.0707004237170578	0	0.187816444155926	0.0429317163536323	0	0.0544205319341109	0	0.0652786817918072	0	0.0099115440940899	0.0275913065275544	0.00430287236468173	0.0854775228906362	0.0630812784843861	0.000683861766703222	0	0.0669803864961831	0	0
X3818	0.102155282773101	0	0.00838605177216996	0.282755538780364	0	0.133472556281531	0	0	0.100155597892925	0	0.00398428783208543	0	0	0.180920192397638	0.0164014535422361	0.0396474319661498	0.0337092546139186	0.0133129622029159	0	0.0754969032224979	0.00960248672246719	0
X3681	0.135919367472018	0	0.152706915121994	0.0800599484402556	0	0.163223590963969	0.00579350267192795	0	0.0277233754622311	0	0.0476121559361027	0	0	0.0703252319985625	0.0401515143948996	0.149885911647406	0.012946619873709	0	0	0.057031141001768	0.0490360519627753	0.00758467305238081
X6625	0.0713719365971325	0	0.101760415513927	0.123306409790933	0	0.0450529535334145	0.0819000110565436	0.0306083727169416	0.0445078964646529	0	0.0070608889447139	0.0125066547208669	0	0.248685514886709	0.0662798808693244	0.0941334116036104	0.0126570286135563	0.000837179306313842	0.0540118216020367	0	0.00531962377932347	0
X3514	0.0416726038577422	0	0.00590632718537975	0.0768880683599897	0	0.0798955632251627	0	0	0.16642509723859	0	0.0259064253182346	0.0131251280822625	0	0.350050884331909	0.026075546571925	0.0930909236566006	0.0675403342175296	0	0	0.053423097954674	0	0
X6809	0.208730944755437	0	0.0251405394527305	0.104954459321453	0	0.0914853944916583	0	0.00590898244688528	0.0734312920988416	0	0.0840866315378825	0	0.0171544614957691	0.128506657133722	0.0979866770859425	0.0856726826016111	0.00689110739328343	0	0	0.0654527936381892	0.0045973765465948	0
X3966	0.0260847023050454	0	0.00184307071068187	0.0812811950385034	0	0.0270899553389561	0.0168668467328805	0	0.0547789673054746	0	0.125378769779144	0	0	0.259852324490222	0.0174999175091376	0.0933269428243888	0.0139110629679924	0.0225629315642675	0	0.233030872113067	0	0.0264924413202379
A00L	0.0107501632191049	0	0.00243816573724968	0	0	0.114354294297847	0	0	0.154948902732251	0	0.232511887245502	0	0	0.221051647232471	0	0	0	0	0	0.263944939535575	0	0
X3950	0.00814417143812258	0	0.00087739423901695	0.0838631363852037	0	0.105721881498395	0	0	0.00950175009828198	0	0.086001476629239	0	0	0.229112484466108	0.0328348038812776	0.143035207388048	0.0130285067544895	0	0	0.239064807257218	0	0.0488143799646006
X3866	0.0704492885578096	0	0.00501407482969224	0.0754086585603546	0	0.137275841916513	0.0397089207137119	0.0165330499435664	0.0753581412931067	0	0.0331878027089103	0.00428507855414275	0	0.238510916714837	0.0589644711833167	0.148703125998494	0.0662698058941293	0	0	0.0175246921471322	0	0.0128061309842828
X6674	0.0765217678756556	0	0.0081330424612788	0.130472701774742	0	0.242951050392229	0	0	0.0125725430522718	0	0.0246931866788999	0.0407888626403108	0	0.178472279143783	0.130369841791448	0.086512724208955	0.0364397584766787	0	0.0320722415037481	0	0	0
X2676	0	0.0209796524608574	0.0122627687605501	0.118159155023914	0	0.073344573788136	0.0755845781187202	0.0525688064503021	0	0	0.116533239945466	0	0	0.162775309824252	0.0753560230069767	0.198318426660403	0.0172858695618326	0	0	0.0757349681441468	0	0.00109662825444346
X3548	0.15327811632925	0	0	0.165864724041549	0	0.136685234119849	0	0.000954312891552117	0.170013466436211	0	0.00322068168568168	0.0162952570141101	0.0139263712771962	0.096327859878302	0.04883417938505	0.0978991540931396	0.0531012982904403	0	0	0.0435993445576691	0	0
X4948	0.0469752302051671	0	0.0135754344546013	0.00553046808949705	0	0.0361001466416137	0	0	0.105287375349661	0	0.140449517533472	0	0	0.378597321535427	0	0.0702279497828363	0	0.0116965606954674	0	0.191559995712257	0	0
X6627	0.143216331715898	0	0.0613100839210701	0.136268885617314	0	0.136290979974266	0.0348978827377241	0.0281821869870414	0.0636257865382382	0	0.0395063318610351	0	0	0.0286649456894055	0.0813125764200461	0.0455428263197286	0.0575210359338766	0.00199764488531213	0.0855566035083923	0.0561058978906523	0	0
X3844	0.125405454482218	0	0.0124420409564484	0.0502379229471258	0	0.242730192067044	0.0624821270544435	0.0220555060798589	0.0431148869058549	0.0143252744136739	0.0829860514507064	0	0	0.0888357399905885	0.0207112926761459	0.0753292110744783	0.0271722486897339	0	0	0.132172051211679	0	0
X5657	0.371775839372579	0	0.0565488995264344	0.099362848021325	0	0.147772930440708	0	0	0.117556109316776	0	0	0.0346243422403986	0	0.0514887767908005	0.0494772955504112	0.0449874628815625	0.0264054958590043	0	0	0	0	0
X6004	0.151907169987602	0	0.00326228464058284	0.0116375734202831	0	0.110740950707988	0	0.00896342140325614	0.0674047767394284	0	0.121090905633132	0	0	0.270014641204518	0.0459748744890764	0.0971518753717162	0	0	0	0.111851526402418	0	0
X6922	0.0729269569432368	0	0.00513254429406366	0.104432508654586	0	0.00980666252323958	0	0	0.0735091426659355	0	0.119235054400729	0	0	0.240410554467047	0.0785384326451814	0.186953238928083	0.00363785054389859	0	0	0.105417053934	0	0
X3662	0.157769632771779	0	0.0359064531625497	0.058984259283879	0.0415460226361037	0	0.165666879350684	0	0	0	0.0906424877488763	0	0	0.161405759663222	0.0788085290111679	0.132877387724814	0.00569260917440394	0	0	0.0482797823974817	0	0.0224201970750384
X6307	0.188794149335424	0	0.024181059766555	0.0353589444012367	0.104347767925306	0	0.264287954104205	0	0.0142521106302533	0	0.143210921039366	0	0	0.150534566512755	0.00399170890192931	0	0.0368279557283999	0	0	0.0342128616545698	0	0
X6648	0.198896803392586	0	0.0473027883364638	0.0794171785008469	0	0.17174980126087	0.274113846544516	0	0	0	0.13356878847462	0	0.00663055617145623	0.0342351558012832	0.0103622815063982	0.0157258939821352	0	0.00957819463998333	0.00901476507518427	0.00940394631365603	0	0
X6168	0.045725642654346	0	0.00764463680201227	0.0373462937265191	0	0.17808614337072	0	0	0.073451689458883	0	0.0623772513762818	0	0	0.199756533996618	0.0850680397364449	0.127218637519646	0.0384913511576896	0	0.0052250949931649	0.105198866180096	0.0342022511913156	0.00020756783626298
X4752	0.111107801628189	0	0.0330827053524299	0.08086429544003	0	0.162626182830049	0.193616579701433	0	0.0441088627526263	0	0.00223621650349062	0	0.0142392798782584	0.0145802053750715	0.111757675279436	0.125522115759955	0.040527111770129	0	0.0640617538796338	0	0	0.00166921384926825
A1D0	0.12792367307087	0	0	0	0	0.131231012582975	0	0.00783311000584293	0.0651276042326957	0	0.0927338092066414	0	0	0.419192397903307	0.0153114681987544	0.0517199662439407	0	0	0	0.0889269585549731	0	0
A00Z	0.159756003522108	0	0.0084895054048581	0.100875322402293	0	0.128070008297978	0.0318882968766901	0	0.0456299679386395	0	0.113574040347741	0	0	0.142801331736717	0.0740064504005411	0.0926535761568612	0.00723648693339228	0	0	0.0950190099821803	0	0
X4743	0	0.0269737077607261	0.0277649598536745	0.137494096032851	0	0	0.198033399059752	0.0287184204909226	0	0	0.115617575575939	0.0820685875844749	0.0145258872175403	0.0155135964314415	0.155903850389791	0.0417925850447859	0.0341081739003855	0.0369451933862516	0.0734052637214427	0	0.0111347035500217	0
X3930	0.153505897238661	0	0.0526513451192318	0.0855310644215529	0	0.122497292919484	0	0.000240666221087717	0.0412966171832845	0	0	0.019985233777729	0.0267152069778026	0.0808234062832301	0.0554513773641936	0.129378892170224	0.0715286772401834	0.00970769250818848	0	0.0316383554150328	0.0616980335799972	0.0573502415801168
A02O	0.137434560898134	0	0.0160242480825275	0.0681436963809904	0	0.0442399833800263	0.212045992485961	0	0.102408175495563	0	0.1214480472216	0	0	0.134261366551268	0	0.0369392632284501	0.034043104974496	0	0	0.0930115613009842	0	0
X3831	0.0980425777589685	0	0.122333444678166	0.0811433122285092	0	0.122406889806304	0.122948428911827	0	0.0342746777682298	0	0.133180331359886	0	0.0207035091726822	0.0452406785784657	0.0192866601545664	0.0783538817708863	0.0252599945648183	0	0	0.0968256132466917	0	0
X3973	0.173302632013195	0	0.0282966184324764	0.0781664096439513	0	0.0422523634641392	0	0	0.108589495632746	0	0.0953809054180024	0	0	0.247292694577634	0.0443843351234344	0.0104905113192761	0.0307350136155228	0	0	0.141109020759622	0	0
X4744	0.0330594074808841	0	0	0.542233785109022	0	0	0.068284204468385	0.0612847069897261	0.0578056739372258	0	0	0.0577628026400214	0	0.0253208452748112	0.0461386144858947	0	0.0715121462245576	0	0	0.0365978133894727	0	0
X6929	0.122917867325479	0	0.245240818737007	0.05226284169967	0	0	0.154711856698313	0	0.0194837435457167	0	0.0861606192542707	0	0	0.20411322104198	0.0151715364956262	0.0807660606387037	0	0	0.00895881267647277	0	0.010212621886761	0
X3982	0.113874248215179	0	0.0133053121933831	0.140637987274074	0	0.124425548296347	0.0345340438986603	0	0.074997546930676	0	0.0556875783025784	0	0	0.0561291201821142	0.0532024885583497	0.181285171306047	0.0978728464792546	0	0	0.0387814982135764	0.0152666101497607	0
X3554	0.0506730077043091	0	0.0506588627749108	0.0603502769133212	0	0.062032489839065	0	0	0.0868412086725988	0	0.0766487815546935	0	0	0.335184887168021	0.0209628145267055	0.0811340010266972	0.0024840420133488	0	0	0.132915869045859	0.015638479773931	0.024475278986539
X4616	0.0378702852213738	0	0.00397792635219195	0.220518205501364	0	0	0.350405281969034	0.0141962444377042	0	0	0.0708612329395228	0	0	0.0460452099811388	0.084608931203825	0.0624404650565751	0.0330574074063403	0	0.0737055313716223	0	0	0.00231327855930805
X3956	0.313753992368205	0	0.134578716337744	0.0732973314485718	0	0.126122115427932	0.04718929950771	0	0.0688505513654356	0	0.026778086045727	0	0	0.0164319122976521	0.0308313079858966	0.0519499186764547	0.0517349739165984	0	0.0266361758142507	0.0283045284884075	0	0.00354109031941508
X6931	0.112873858922597	0	0.195525726760253	0.0918290325479205	0	0.139239531509648	0.0433777562741596	0	0.0699258503377701	0	0.00619045005468771	0.0165346022231308	0	0.0124043619740412	0.0477074233641901	0.148569393461754	0.0178662856880977	0	0.0804103527668626	0.0096563633976265	0	0.00788901071726117
A01D	0.0168530197417655	0	0	0	0	0.0405540519224832	0	0.0206921956348575	0.0682428508563365	0	0	0.0462027337584495	0	0.621210311406289	0.0163787413944023	0.136470053988307	0	0	0	0.0333960412971098	0	0
X3986	0.125347927987532	0	0.180132000472184	0.132052677696333	0	0.0856720015056395	0.100208625390154	0	0.0396925435741986	0	0.0652109562033094	0	0	0.101915556045099	0.075871061062719	0.0525857433386682	0.0374033143154553	0	0.0039075924087071	0	0	0
A28F	0.14366143654657	0	0.000994116047320469	0.0707182697078074	0	0.133074173911599	0	0	0.129281430659991	0	0.100646325672377	0	0	0.127811494986675	0.129749653965168	0	0.0096565555189409	0	0	0.13949519733658	0.0149113456469717	0
A0X9	0.0889752216230593	0	0.00389710302696548	0.429922601068172	0	0.0557156459862718	0.0334363624743857	0	0.0612222635453011	0	0.0225557227677874	0.0158462948573725	0.0242977364695508	0.0422374720348032	0.13018043408392	0.0116360392534196	0.0445278707109436	0	0	0.0355492320980473	0	0
X3837	0.153246273943674	0	0.100513124013355	0.108019287864191	0	0.15994687555547	0.154936795226923	0	0	0	0.0761249119154096	0	0.0153300283973765	0.031814197543312	0.0437486163281734	0.0591324757008664	0.0384390524231658	0	0	0.040030918204054	0.01871744288403	0
X3495	0.17441465133044	0	0.173605746593186	0.0982640948410327	0	0.100517894145708	0.195406264522493	0	0	0	0	0.00259796219437884	0.0140884998771764	0.0410256579375609	0.0368438157800992	0.0714723383957778	0.0583264119031621	0	0.0320225454544534	0	0	0.00141411702453212
X6703	0.0883838387609931	0	0.0435814778965078	0.0794527292213223	0	0.113497729057214	0.054675206978304	0.0148436715970092	0.0250544643488928	0	0.0839252801667868	0	0	0.26503851576201	0.0676534371717522	0.133654869030445	0.000662717944173978	0	0	0.0208592067139394	0	0.00871685535065054
A00D	0.0627661969488481	0	0.100795177273617	0.188898930588812	0	0.0821088808592613	0.0567436664217309	0.0343952081174065	0.0543794997140698	0	0	0.0510653176712787	0	0.0559960718982306	0.0887065725340757	0.11220326634099	0.0672339061836549	0	0.0423675236971384	0	0	0.00233978175088674
X3685	0.0502816478143638	0	0.158844949307284	0.118796044017633	0	0.0393268346878204	0.205921884737392	0.0185952681083249	0	0	0.0120040958462049	0	0	0.108553013123224	0.123498132687706	0.0872168410713961	0.0291024335429942	0	0.046401226461214	0	0.00145762859444192	0
X4615	0.0518913780389072	0	0.00859082237589391	0.355857909106364	0	0.0482170601866235	0.112663785720087	0.0596400841186927	0.0047421520141834	0	0	0.0202840393104237	0.00997640292864199	0.0540425001372838	0.0721046610838765	0.0816414797019673	0.0325004570712359	0.000749487092041963	0.0870977811137773	0	0	0
A8F7	0.0860071290748836	0	0	0	0.120615448118943	0	0.307971440332763	0	0	0	0.241664528733529	0	0	0.122235642282192	0	0	0	0	0	0.109341453146452	0	0.0121643583112393
A024	0.0569441808934266	0	0.0717565480323724	0	0	0.146783786695738	0	0.0242525325427395	0.114408837721379	0.0231709762813886	0.118950070735991	0	0	0.143642280022151	0	0	0	0	0	0.286363385999576	0.0137274010752374	0
A50T	0.066456461966953	0	0	0.0518536083746785	0	0.0866993845971147	0	0	0.034750904343551	0	0.102509226469752	0	0.0156577076351315	0.278188868590539	0.0401469043323049	0	0	0	0	0.26242545041447	0.0508002443431284	0.010511238932377
X5860	0.0549945397231565	0	0.0211092566477686	0.0786098825184664	0	0.124467465729409	0	0	0.0872271283111345	0	0.0522423814324281	0	0	0.305975242076933	0.0942128771253909	0.0868371389535587	0.0104032783085585	0	0	0.0839208091731963	0	0
X5256	0.152593563482233	0	0.0471248487724829	0.179219145599317	0	0.0957093426655185	0.24813857660313	0	0	0	0.0204242049997985	0	0.0117779191458169	0.044340218947239	0.0406036433873632	0.0426627970635327	0.073499124059656	0	0.043906615273912	0	0	0
X6680	0.0594257681597748	0	0.0252829203323083	0.0656836881897897	0	0.192381545891724	0	0	0.1261083388281	0	0.0836529547663436	0	0	0.17921834584085	0.0347544085466414	0.10101297497474	0.0179104469111782	0	0	0.114568607558549	0	0
X6715	0.0161256570167171	0	0	0.0540662405938344	0	0.0124936300153247	0	0	0.124551726560062	0	0.249601370403894	0	0	0.326062617455913	0	0	0	0	0	0.217098757954255	0	0
X6322	0.0476072184870922	0	0.0281629779867314	0.0116375129620276	0	0.225509544814054	0	0	0.082398108738117	0	0.166445426200052	0	0	0.138026953638691	0	0.0426530833014834	0	0.0074463015960939	0	0.215205602928093	0.0349072693475635	0
X3511	0.217754428452153	0	0.0165461861566759	0.0524393097547577	0	0.0335737986008705	0	0	0.117240987697566	0	0.1156080958421	0	0	0.22221898150119	0.0240547782643819	0.00621109911525048	0.00338602544059504	0	0	0.19096630917446	0	0
X6540	0.0406716669026848	0	0.00417478162800409	0.0705039770193048	0	0.0453799589157015	0	0	0.0726735300943766	0	0.156808695275804	0	0	0.25136111048523	0.0125091383364458	0.0574123206332511	0	0	0	0.259500443477946	0	0.0290043772312518
X6920	0.13782504269843	0	0.173178914115919	0.0236744995875548	0	0.0554612204889195	0.184379128621357	0	0.00177911208004626	0	0.17960962513296	0	0	0.164106630251422	0	0	0.0054113867935253	0	0	0.0671431634834579	0.00743127674640709	0
X6586	0.0481719478705888	0	0.000867430591764636	0.432039980314672	0	0	0.259190919665952	0.0199353006761667	0.00296911590948525	0	0.109703703535515	0.00592227794684721	0.0121850581578927	0.0566318110183487	0.0251918932975436	0.00126748061703284	0.00499597137680181	0	0.0209271090213879	0	0	0
A029	0.140684989796314	0	0.0666734204777949	0.0552949476597529	0	0.134313914046377	0	0	0.171256450875365	0	0.103374683615629	0	0	0.182508149300452	0	0	0.00201725916463674	0.00696782906723344	0	0.131247185632037	0.00566117036440733	0
X3875	0.118273257407501	0	0.0283682062323129	0.0975605502333056	0	0.12726721209759	0.190389908858055	0.00293573071106746	0	0	0.0731175769186788	0	0	0.0699986032658936	0.0544247002511992	0.0569050353495799	0.0321652760819896	0	0.0446324222638915	0	0.0318672053262835	0.0720943150026519
X6677	0.162062232040445	0	0.083489308427792	0.0590013695323431	0	0.0639815481778365	0.226393257822085	0	0	0	0.0784137256575816	0	0	0.117014780779956	0.0384006929289479	0.0753941046313514	0.0325836113737124	0	0.0632653686279503	0	0	0
X3688	0.143186142250499	0	0.0203158397130627	0.0762158407144461	0	0.131455328839266	0.256013646059915	0	0	0	0.135748928888575	0	0.0262446288607407	0.0921116175851782	0.0266380515417264	0.0389337285753203	0.0208904709350429	0	0	0.0250076806445459	0.00723809539168182	0
A01T	0.0938472923690692	0	0.00612069689802931	0.0824306604993299	0.00244055543029922	0	0	0	0.184050909606476	0	0.118339150489826	0	0	0.120179082266576	0.0842572290509685	0	0.000942630451697838	0	0	0.286158635526775	0.0212331574109533	0
X6295	0.144777434573414	0	0.0440035613130498	0.246749538536024	0	0	0.160279185194072	0.029889031237454	0	0	0.0739366512514116	0	0	0.054104864058808	0.0952441278540331	0.0982723258057479	0.0441769987201286	0	0	0	0.00856628145585553	0
X6807	0.0885234136556868	0	0.0763782915454954	0.184334207819826	0	0.113592472038526	0.0406905226535459	0.0426329158015586	0.0419511006462849	0	0.0204567275597866	0	0	0.0892647411893532	0.119969772324849	0.115825619812058	0.04997135505021	0	0.0164088599028187	0	0	0
X6598	0.0301582504979789	0	0.00555939767816593	0.0546234509116293	0	0.204670659840775	0	0	0.00365155548555695	0	0.0696426532657959	0.111938396654585	0.0136758798482332	0.202814205618604	0.0613014943769806	0.14776519309558	0.017069991010866	0	0.0771288717152489	0	0	0
A01G	0.150340894273928	0	0.0263099923311901	0.0685868248226544	0	0.0845827150849359	0	0	0.105314159275922	0	0.125983405846767	0	0.0121572190628179	0.212525415641957	0	0	0	0	0	0.214199373659828	0	0
A01F	0.0365190774619035	0	0	0	0	0.184632397922383	0	0	0.108118066354755	0	0.216966051502911	0	0	0.122416130962296	0.0271084777398258	0	0.00976683827318361	0	0	0.294472959782743	0	0
X6161	0.115513323314538	0	0.0264491348525559	0.0954135161785486	0	0.134849288492182	0.235354347039205	0	0	0	0.108223794206118	0	0.00502895827849375	0.0674438713813514	0.019272496436106	0.111432326984121	0.0562140371654798	0	0.00841967483786943	0	0.0163852308334317	0
A5EJ	0.0552214172667413	0	0.00975049186051885	0.0107275020510839	0	0.235079230439414	0	0	0.0233143186728459	0	0.224396794048447	0	0	0.22793161615178	0	0.051754486155976	0	0	0	0.161824143353193	0	0
X3549	0.0539838391708253	0	0.00754280545285568	0.0602656756107287	0.00321873348862857	0	0	0	0.0789459674654739	0	0.124276588700209	0	0	0.210127696104582	0.0245226651901507	0	0.00531028135387968	0	0	0.427308980501097	0.00449676696157034	0
X6164	0.0688857987799866	0	0.01519763134967	0.122374677462338	0	0	0.257771523831429	0	0	0	0.125114332292305	0	0	0.231356442216527	0.0760038008016562	0.0764200549571888	0	0	0	0.0109814430786856	0.0158942952302139	0
X6537	0	0.00785979017485237	0.00299095503336654	0.0740180583379219	0	0	0.242844896719514	0	0	0	0.105701048177932	0	0	0.126127417386377	0.00154802859065724	0	0	0.00979685519209776	0	0.382190838832903	0	0.0469221115543782
X6533	0.0539004457124938	0	0.0449160205459813	0.063285046873769	0	0.109545343355899	0	0	0.0453924054141164	0	0.0906949659301566	0	0	0.312503264998344	0.0312148004222397	0.0392987348173452	0.00563640885822407	0	0	0.203612563071431	0	0
X2683	0.1737747142669	0	0.0245958611398008	0.0310630086557042	0	0.0827991919874941	0	0	0.137355368464344	0	0.133411741513024	0	0	0.165037118407245	0	0.0561646258436851	0.0168262594175672	0	0	0.178972110304235	0	0
X4747	0.0851418888030497	0	0.00988286866413005	0.0402693973338074	0	0	0	0	0.193377296464178	0	0.107275234656353	0	0	0.31304771943049	0.00890599322370538	0.0311922924880688	0.00758029496267189	0	0	0.203327013973546	0	0
X3949	0.0572196498527983	0	0.0671046712392589	0.197691800510581	0	0.0427491971370297	0.100333096023487	0.0407782248433589	0.00422717672148807	0	0.0396875142333697	0.00859233926592254	0	0.0235549806990759	0.113242797150305	0.110426437794821	0.078634474407096	0	0	0.0283491148796987	0.0296151147639744	0.0577934104777356
X4682	0.219368573218233	0	0.0641042127564148	0.104039537908441	0	0.199191947497983	0	0	0	0	0.11143679457914	0	0	0.062663055642913	0.00727438416539398	0.0888282523450884	0.0493817903657797	0	0	0.0872294117432007	0.00648203977741277	0
X6899	0.0901334558345229	0	0.073667098818421	0.0626844205586232	0	0.157124176871912	0	0	0.0613009449953149	0	0.0263867073746849	0	0	0.233554658258991	0.115488996225805	0.170205207203915	0	0	0	0.00625820224887473	0.00319613160893585	0
X6169	0.0356079361222013	0	0.0230118059221043	0.0619480266537501	0	0.0837328095994722	0.144292922474493	0	0.0371375789367811	0	0.0719087082101582	0	0	0.278122694898984	0.0562062050003558	0.182453833900744	0.00216384069026162	0	0.023413637590694	0	0	0
X3673	0.169008251802999	0	0.00503996586484523	0.0951013555010735	0	0.0890960331653069	0.223781790188217	0	0.00365964065870948	0	0.0845538221761692	0	0.00404566067008163	0.0939375564219276	0.0547690422161086	0.0252692544293715	0.0467688320835441	0	0.104968794821646	0	0	0
X5863	0.111361837893627	0	0.0330213000710771	0.0918414969300483	0	0.261094475425094	0	0	0.050581576978331	0	0	0.0408139115693637	0.0495230754093606	0.202210465439955	0.0493368380159102	0.0502681522503055	0.00783185543521298	0	0	0.0521150145817151	0	0
X3980	0.0940452867325929	0	0.0078262211326394	0.20171847837679	0	0.0612900295305879	0.0959880166623349	0.0236936118596055	0.0816655244124096	0	0	0.0752214391188495	0.00414789273595987	0.0477954192330759	0.0613227760844196	0.0805699053333674	0.0780820196018285	0	0.0597105478989835	0	0.0167886237694067	0.010134207517149
X3684	0.0875640849312507	0	0.0489610831596805	0.0544862547371691	0	0.0218571682564883	0	0	0.147863956091122	0	0.0729704863521503	0	0	0.261768252773278	0.0183289941026053	0.13429283614959	0.023348996570177	0	0	0.106489469214288	0	0.0220684176622011
X5407	0.119397654228801	0	0.10473026656623	0.143824836027937	0	0.31140717697163	0	0	0.0730379929843998	0	0.0524759795278357	0	0.0189770977314788	0.0316080036275696	0.021771154511117	0.0587813346456824	0.0215288430333978	0	0	0.0424596601439215	0	0
X7000	0.1389296539299	0	0.0236720359901833	0.0725936868269342	0	0.132386419687547	0	0.00541157892551015	0.0794901636987918	0	0.0832480404983111	0	0	0.196734217436308	0.016691864359062	0.0757957839782952	0.00522676643375828	0.00171601189103422	0	0.126891472676427	0.0202303213403772	0.0209819823275612
X6461	0.404912116538344	0	0.0431813679541837	0.0296249346983207	0	0.149987273926287	0	0.0130013268997827	0.0703219739007212	0	0.0132548590636045	0.0279992586141251	0	0.122830099594618	0.0404728579477429	0.0782731789381947	0	0	0.00138844379624314	0.00475230812783286	0	0
X6165	0.136249581558177	0	0.0430983079544783	0.0161585339257133	0	0.129180353215889	0	0	0.0325238077743	0	0.0670502330715651	0	0	0.299320301121177	0.077715588643845	0.115372263904222	0.0137355449005326	0	0	0.0695954839301012	0	0
X3489	0.146557052488726	0	0.146448699739713	0.0974952402477213	0	0.0313801314227642	0.0789173490021728	0.0138189481432674	0.0267959858690008	0	0.103043815360619	0	0	0.10532203271063	0.0453660044651808	0.0870843806885885	0.0314097286042843	0	0	0.0652299887581072	0	0.0211306424992246
X3517	0.122520514736498	0	0.0592004343870605	0.00544862215010444	0	0.0555738121023975	0.203074569396527	0	0	0	0.138652632669619	0	0	0.245850406323957	0.00675416704372363	0.0764478683743491	0.0252185497138341	0	0	0.0612584231019301	0	0
A282	0	0.00929894863331163	0	0.11838205639331	0	0.10190257486798	0	0	0.147667195024192	0	0.116226910545713	0	0	0.237101329919291	0.0134412671528269	0	0.0487558787484764	0	0	0.185057310485549	0.0221665282293508	0
X6530	0.058545726990663	0	0.00448105678561489	0.111693167169734	0	0.158937132010354	0.0556172477734491	0.0163315009841528	0.0447274247268626	0	0.0771874027045856	0	0	0.268409471460924	0.0771459068321087	0.0959921230661485	0	0	0	0.0309318394954035	0	0
A00O	0.027415186297521	0	0.00376605832973012	0.0737538753010618	0	0.0461590662979404	0	0	0.151635784178713	0	0.0834784426605555	0	0	0.435644408768166	0.0761542652486124	0.0240566592751041	0	0	0	0.0779362536425964	0	0
X2679	0.0588211033808841	0	0.170119156759278	0.208132358680535	0	0.0796401191232186	0	0.0152362126396474	0.155772680209459	0	0	0.0508601013172879	0	0.150911430803348	0.0265273939755582	0.04627769956676	0.000801394545853928	0	0	0.0369003489981701	0	0
X3851	0.180320449374576	0	0.026050453810375	0.0951327357474147	0	0.114863807287181	0	0	0.0832345032824644	0	0.00917708025834943	0	0.0144783199259365	0.0977939380994386	0.0987635334014328	0.0616631686734221	0.152446588846844	0	0.00261285410341561	0.0634625671891501	0	0
X3492	0.0778357748842075	0	0.00563445878056887	0.196680848564763	0	0	0	0	0.0824213498633547	0	0.0174905863760019	0	0	0.105002840337189	0.100602251834074	0.0938605550983493	0.125503221432439	0	0	0.194968112829053	0	0
X5341	0.0387285932984285	0	0.00420995146084	0.0529844121110198	0	0.0464093943138067	0	0.0118283422414057	0.028034181686915	0	0.0415699197733162	0	0	0.253633341195118	0.0513345710268098	0.253964019906425	0.0451819504398798	0	0	0.103508338183993	0.0531616434298042	0.0154513409322381
X5862	0.0344612476862804	0	0.00402352757832456	0.0169340348407005	0	0.123493899369861	0.240503941542526	0	0	0	0.268984147400743	0	0.0626884394435569	0.0812015865190655	0	0	0.0659051274652736	0.000736017961771814	0	0.081558496168834	0.0195095340230631	0
X6923	0.063826424917379	0	0.00160195922609222	0	0	0.0765648990526619	0	0	0.0702984710877376	0	0.124087492479461	0	0	0.436272052975034	0.0144898301384751	0.0331234727127298	0	0	0	0.179735397410429	0	0
X5667	0.129732930478569	0	0.00805891572111118	0.0816192969206972	0	0.0729840799604229	0	0	0.0966139295309504	0	0.0906004546403387	0	0	0.248173896317975	0.0337991330368766	0	0.0753296808212417	0	0	0.163087682571817	0	0
X6541	0.0823682960602141	0	0.0203974885566373	0.164508368577372	0	0.0223919128218063	0	0	0.114915819718606	0	0.0219552205423458	0	0	0.0471918694898666	0.147952163747224	0.151078344397639	0.18908656275597	0	0	0.0323065646838171	0.00584738864850136	0
X3811	0.0943303289818546	0	0.164980362662067	0.140014199324545	0	0.137927409857756	0.0439479061941909	0.0538286615269066	0	0	0.0324468255357403	0	0.00556290610604758	0.0589500369687108	0.0542359308335357	0.105949699681197	0.0455760046066396	0	0	0.0347819332879311	0.0164832391077768	0.0109845553251016
